SKU,Categoria,Título original,Decisão,Prioridade,Risco,Profundidade da auditoria,Preço indicativo,Pack sugerido,Licença,Fonte,Status
PLR-0406,Viagem,O Guia para Mudar para o Exterior,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0407,Viagem,Viaje com estilo,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0408,Viagem,As regras de ouro para adquirir riqueza,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0409,Viagem,Mundo de viagens,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0410,Persuasão,Contratação de Design Gráfico,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Marketing Digital,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0411,Persuasão,Estratégia de persuasão,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Marketing Digital,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0412,Jardinagem,Azeite de oliva extra virgem,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Casa & Jardim,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0413,Jardinagem,Plugins mais úteis,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Casa & Jardim,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0414,Jardinagem,Compostagem de jardineiro orgânico,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Casa & Jardim,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0415,Jardinagem,Jardinagem de Verão,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Casa & Jardim,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0416,Design,Crie uma marca própria,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Design,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0417,Design,Fácil-Kindle-Publishing-Lucro-De-Kindle-Singles,ATUALIZAR,P2,MÉDIO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Design,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0418,Design,Construa seu personagem,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Design,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0419,Decoração,Lean Manufacturing,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Casa & Jardim,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0420,Astrologia,Princípios e práticas de astrologia,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Astrologia,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0421,Coaching,Iniciar Biz de treinamento on-line,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Carreira & Desenvolvimento,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0422,Coaching,eCoaching Success,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Carreira & Desenvolvimento,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0423,Musica,Cuidados com a guitarra para iniciantes,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Musica,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0424,Mágica,Vinagre de maçã,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Mágica,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0425,Mágica,Consultoria-Magia,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Mágica,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0426,Investimentos,Milionários modernos,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0427,Investimentos,Superestrela de Negociação de Forex,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0428,Investimentos,Investidor Anjo,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0429,Investimentos,Financiamento de Negócios,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0430,Investimentos,Investimento Imobiliário,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0431,Investimentos,Imóveis-lançando,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0432,Investimentos,Fundição Forex,ATUALIZAR,P2,MÉDIO/ALTO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Finanças,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0433,Marketing de Rede,Marketing Líquido Livre da Dívida,ATUALIZAR,P2,MÉDIO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Marketing de Rede,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0434,Marketing de Rede,Mecânica do Plano Diretor,ATUALIZAR,P2,MÉDIO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Marketing de Rede,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0435,Marketing de Rede,Marketing de rede social-Extreme,ATUALIZAR,P2,MÉDIO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Marketing de Rede,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0436,Marketing de Rede,Guia de Marketing de Rede,ATUALIZAR,P2,MÉDIO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Marketing de Rede,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0437,Marketing de Rede,Rede-Marketing-Sobrevivência,ATUALIZAR,P2,MÉDIO,PACOTE/AMOSTRA,"R$ 19,90–39,90 após revisão",Pack Marketing de Rede,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
